"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"1",2.07944154167984,0.2390169004705,0.307484699747961,3.07731226054641,0.0440168854167743,3.8286413964891,5.14166355650266,0.693647055601596,1.38629436111989,0.371563556432483,2.28238238567653,"6"
"2",1.98787434815435,0.262364264467491,0.29266961396282,0.955511445027436,0.0478373294141601,2.70805020110221,4.89034912822175,0.690142671539647,1.45861502269952,0.398776119957368,2.35137525716348,"6"
"3",2.2082744135228,0.246860077931526,0.336472236621213,2.06686275947298,0.048790164169432,3.43398720448515,4.58496747867057,0.690694174398878,1.44926916028128,0.364643113587909,2.40694510831829,"6"
"4",2.10413415427021,0.207014169384326,0.27763173659828,2.2512917986065,0.0563803334361077,3.87120101090789,5.23110861685459,0.690944757004745,1.43270073393405,0.336472236621213,2.3887627892351,"6"
"5",2.10413415427021,0.207014169384326,0.27763173659828,2.2512917986065,0.0563803334361077,3.87120101090789,5.23110861685459,0.690944757004745,1.43270073393405,0.336472236621213,2.3887627892351,"6"
"6",2.2082744135228,0.246860077931526,0.336472236621213,2.06686275947298,0.048790164169432,3.43398720448515,4.58496747867057,0.690694174398878,1.44926916028128,0.364643113587909,2.40694510831829,"6"
"7",1.97408102602201,0.27763173659828,0.148420005118273,2.07944154167984,0.0440168854167743,3.43398720448515,4.91998092582813,0.690593923772228,1.43031124653666,0.385262400790645,2.36085400111802,"6"
"8",2.07944154167984,0.2390169004705,0.307484699747961,3.07731226054641,0.0440168854167743,3.8286413964891,5.14166355650266,0.693647055601596,1.38629436111989,0.371563556432483,2.28238238567653,"6"
"9",1.98787434815435,0.262364264467491,0.29266961396282,0.955511445027436,0.0478373294141601,2.70805020110221,4.89034912822175,0.690142671539647,1.45861502269952,0.398776119957368,2.35137525716348,"6"
"10",2.2082744135228,0.198850858745165,0.357674444271816,0.916290731874155,0.043059489460447,3.36729582998647,4.86753445045558,0.690042365606467,1.43983512804792,0.371563556432483,2.484906649788,"6"
"11",2.2082744135228,0.2390169004705,0.343589704390077,0.896088024556636,0.0324671901375014,2.484906649788,4.15888308335967,0.688536568002262,1.38379123090177,0.444685821261446,2.56494935746154,"5"
"12",2.26176309847379,0.207014169384326,0.336472236621213,1.64865862558738,0.0344014267173323,2.89037175789616,4.70048036579242,0.690493663094382,1.42069578783722,0.425267735404344,2.37024374146786,"5"
"13",2.18605127673809,0.165514438477573,0.314810739840034,0.78845736036427,0.0392207131532813,2.83321334405622,4.33073334028633,0.689139159162407,1.43031124653666,0.488580014818671,2.46809953147162,"5"
"14",2.02814824729229,0.148420005118273,0.336472236621213,0.916290731874155,0.043059489460447,3.89182029811063,4.969813299576,0.688737472071245,1.51292701205326,0.418710334858185,2.59525470695687,"7"
"15",2.23001440015921,0.350656871613169,0.482426149244293,3.00815479355255,0.0392207131532813,3.73766961828337,5.15329159449778,0.693247175560279,1.38128181929635,0.512823626428664,2.37024374146786,"5"
"16",2.02814824729229,0.157003748809665,0.322083499169113,0.916290731874155,0.031498667059371,3.36729582998647,4.72738781871234,0.688837908971847,1.44691898293633,0.438254930931155,2.51769647261099,"7"
"17",1.98787434815435,0.392042087776024,0.0392207131532813,0.741937344729377,0.0449733656427312,3.43398720448515,4.60517018598809,0.689540684965834,1.44456326924387,0.307484699747961,2.36085400111802,"6"
"18",1.97408102602201,0.506817602368452,0.392042087776024,0.78845736036427,0.0285874568519125,3.40119738166216,4.33073334028633,0.687732547858446,1.4655675420144,0.3293037471426,2.62466859216316,"8"
"19",2.12823170584927,0.29266961396282,0.350656871613169,0.741937344729377,0.0324671901375014,2.89037175789616,5.14749447681345,0.688988545411086,1.41585316336144,0.425267735404344,2.50959926237837,"6"
"20",2.01490302054226,0.27002713721306,0.131028262406404,2.14006616349627,0.043059489460447,3.55534806148941,4.89783979995091,0.690894645506652,1.43983512804792,0.405465108108164,2.35137525716348,"5"
"21",1.97408102602201,0.506817602368452,0.392042087776024,0.78845736036427,0.0285874568519125,3.40119738166216,4.33073334028633,0.687732547858446,1.4655675420144,0.3293037471426,2.62466859216316,"8"
"22",2.00148000021012,0.27002713721306,0.322083499169113,1.3609765531356,0.0372957847436969,2.99573227355399,4.63472898822964,0.688737472071245,1.42791603581071,0.300104592450338,2.484906649788,"7"
"23",2.05412373369555,0.231111720963387,0.350656871613169,0.993251773010283,0.0478373294141601,3.73766961828337,4.81218435537242,0.689641041230658,1.49738840862548,0.392042087776024,2.4423470353692,"8"
"24",2.15176220325946,0.512823626428664,0.131028262406404,0.916290731874155,0.071389996086673,3.25809653802148,5.12989871492307,0.689992208866644,1.39871688111845,0.412109650826833,2.33214389523559,"5"
"25",2.02814824729229,0.2390169004705,0.343589704390077,0.832909122935104,0.0506931143155182,2.83321334405622,4.96284463025991,0.690694174398878,1.48613969608961,0.385262400790645,2.39789527279837,"6"
"26",2.07944154167984,0.22314355131421,0.27763173659828,2.30258509299405,0.0449733656427312,4.04305126783455,5.50533153593236,0.690894645506652,1.44691898293633,0.405465108108164,2.43361335540045,"6"
"27",2.06686275947298,0.215111379616945,0.300104592450338,0.693147180559945,0.0506931143155182,3.58351893845611,4.99043258677874,0.689641041230658,1.49290409617815,0.364643113587909,2.39789527279837,"6"
"28",2.07944154167984,0.246860077931526,0.3293037471426,2.27212588550934,0.049742091894814,3.49650756146648,4.95582705760126,0.6911952768347,1.47704872438835,0.425267735404344,2.4423470353692,"6"
"29",2.12823170584927,0.2390169004705,0.392042087776024,0.741937344729377,0.0459289318883997,2.89037175789616,4.89034912822175,0.688837908971847,1.43270073393405,0.398776119957368,2.53369681395743,"6"
"30",2.10413415427021,0.27763173659828,0.307484699747961,1.09861228866811,0.0324671901375014,3.63758615972639,4.74493212836325,0.688436100829826,1.41098697371026,0.536493370514568,2.58776403522771,"7"
"31",2.2512917986065,0.215111379616945,0.3293037471426,2.43361335540045,0.043059489460447,3.04452243772342,4.96284463025991,0.691846334826897,1.43508452528932,0.425267735404344,2.39789527279837,"6"
"32",2.23001440015921,0.131028262406404,0.29266961396282,0.741937344729377,0.0411419433311752,2.07944154167984,3.87120101090789,0.689841723551219,1.49738840862548,0.336472236621213,2.41591377830105,"6"
"33",2.12823170584927,0.22314355131421,0.307484699747961,1.11514159061932,0.048790164169432,3.46573590279973,4.61512051684126,0.689139159162407,1.43270073393405,0.364643113587909,2.46809953147162,"6"
